fine_tuned,char_simplified,location_id,embedding_0,embedding_1,embedding_2,embedding_3,embedding_4,embedding_5,embedding_6,embedding_7,embedding_8,embedding_9,embedding_10,embedding_11,embedding_12,embedding_13,embedding_14,embedding_15,embedding_16,embedding_17,embedding_18,embedding_19,embedding_20,embedding_21,embedding_22,embedding_23,embedding_24,embedding_25,embedding_26,embedding_27,embedding_28,embedding_29,embedding_30,embedding_31,embedding_32,embedding_33,embedding_34,embedding_35,embedding_36,embedding_37,embedding_38,embedding_39,embedding_40,embedding_41,embedding_42,embedding_43,embedding_44,embedding_45,embedding_46,embedding_47,embedding_48,embedding_49,embedding_50,embedding_51,embedding_52,embedding_53,embedding_54,embedding_55,embedding_56,embedding_57,embedding_58,embedding_59,embedding_60,embedding_61,embedding_62,embedding_63,embedding_64,embedding_65,embedding_66,embedding_67,embedding_68,embedding_69,embedding_70,embedding_71,embedding_72,embedding_73,embedding_74,embedding_75,embedding_76,embedding_77,embedding_78,embedding_79,embedding_80,embedding_81,embedding_82,embedding_83,embedding_84,embedding_85,embedding_86,embedding_87,embedding_88,embedding_89,embedding_90,embedding_91,embedding_92,embedding_93,embedding_94,embedding_95,embedding_96,embedding_97,embedding_98,embedding_99
True,Homer Simpson,910.0,0.0009464701,0.00012201894,0.00067818817,0.0011265544,-0.0005434656,0.0009217883,0.0010450011,-0.0007879237,0.0010782281,-0.0020844669,-0.00034962985,-0.0005384068,-0.0008881775,0.0025219664,-0.00044337357,0.000979904,-0.00031960252,-0.0012506595,-0.0002574104,0.0006039711,-0.0007582493,-0.0005796964,-0.0008247921,1.0390711e-05,-0.00027373774,-0.00027358287,0.00063274056,-0.00041378228,-0.0007672925,0.000686692,-0.00051677675,8.253809e-05,-5.5169166e-05,-0.0001590896,0.00021636908,-0.0015690064,0.0010156719,0.00073793833,-0.00090026093,-0.00018182915,-0.0007015127,0.0006717564,0.001341358,0.00080387754,0.0012094264,-0.0007626622,0.00022164793,0.0005423283,-0.00038179717,-0.00067351246,-0.0006399643,0.0007261515,-0.0012505412,-0.000327823,0.00043525067,-0.0008358299,-0.0014351524,-0.00023216044,0.00024195889,0.00045666262,-0.0007032999,-0.00021986806,-0.00057228253,-0.00024116373,0.00031121162,-0.00060792716,0.00037595304,-0.0003711356,-0.00013769719,0.0002787893,-0.0008949297,0.0012219402,-0.0001675974,0.0010196684,-3.8848713e-05,0.0013884865,-0.0002721225,-0.0006631932,0.00024988237,-0.0010693431,0.0011704867,0.0009370223,-0.001072674,-0.00042677883,-5.5020166e-05,-0.0005919019,-0.00070571934,0.00018110535,-0.000104554194,-0.001620771,0.00019004135,-0.0013719086,0.002156462,-0.00038007638,-9.974176e-05,-0.0006146528,-0.0010479841,-2.5338342e-05,-0.00026039834,-0.0005961854
True,Homer Simpson,910.0,-0.00033012312,0.0014063048,-0.0007996863,0.0011603384,0.0016607594,0.00315325,0.0005375735,-0.00032053987,0.0012353192,0.0001730728,0.00010641168,-0.00036160252,-0.0013891518,-0.00073220825,-0.0011771893,3.0225867e-06,-0.0009013371,0.00028038828,-0.0012803118,4.932837e-05,0.0007911453,0.0010223173,-0.0016687016,-0.0010655252,0.0001533342,0.0001880048,0.0010510896,-0.00016493762,0.00066674844,0.0010721815,0.0010055918,-0.0017012905,-0.00039705535,-0.00070254615,-0.0014125634,0.000889465,0.0012275869,0.0009508628,0.00037623403,-0.00036056977,0.00024836973,0.0005129878,0.00027954907,0.0018261889,0.00087281683,-0.0011150736,0.00089641544,-0.0004112648,-0.0005625482,-0.00018644914,-0.00046354733,-0.00050150196,-0.00029625252,-0.00020112853,-7.377105e-06,0.00025778048,-0.0014240503,0.000384346,-0.0009007272,-0.00084670034,0.0018186099,0.00018983828,0.001024766,0.0012045938,0.0010317207,-0.00052272074,-0.001085756,-0.001505593,-0.0015819119,-0.0005440859,1.8390978e-05,0.0012749777,-7.4518575e-05,0.00020030908,-0.002320188,-0.00055117114,0.0005398688,-0.0005716869,0.0007340478,-0.0019786207,0.0005792481,0.0016629396,-5.0332997e-05,-0.00021583257,0.0008398953,-0.0009878596,-0.00021251373,-0.00013499058,0.00075384113,-0.00050420885,-0.0006324202,-0.00012841422,-0.00028417597,0.00049086846,0.00011050068,4.6263605e-05,-0.00014407205,-0.00054551667,0.00017130258,-0.0007701176
True,Homer Simpson,910.0,0.0008271632,-3.1731972e-05,0.0012431575,-0.00043948457,0.00055426976,-0.00063276663,0.0020720244,-0.00032304082,-7.3681105e-05,2.1609943e-05,0.0003558563,-0.00072801765,5.9690552e-05,0.00031506596,0.0005165907,9.9503864e-05,-0.00011958618,0.000363426,-0.0022581962,-0.00093718304,-0.0001415406,-0.0002251273,0.00081061193,0.002221291,-0.00040846367,-0.0011066843,-0.0006014579,-0.00032896127,0.0009733005,-0.00054676266,-0.0023435585,0.00038658423,0.00058569567,-7.315962e-05,-0.00038757734,0.0005589117,0.0017367715,0.0015507133,-0.0031200412,-0.00052093883,0.0005838357,-0.00017107607,0.00094125816,0.0009106236,0.0008036713,0.00028639685,-0.00053343084,-0.00019225269,0.00031865793,-0.00081475405,0.002144342,0.0031122423,7.272397e-05,-0.0001393468,-0.00068920164,-0.0017069851,0.00010965781,0.001806398,0.002233107,-0.0014938588,-0.0012628299,-0.00061716855,0.0005961127,-0.0008260249,-9.600434e-05,-0.0018505409,-3.7773716e-05,0.0005239835,-0.0012886499,0.0010858298,-0.0014731354,0.000669652,-0.00014986076,2.9388188e-05,-0.0005090466,0.0007541306,0.00017782647,0.0013781069,-0.0003707211,-0.00067404343,0.0009195521,-0.0011539406,0.00021493522,0.0012190064,3.2322238e-05,0.00034418207,-0.00093574816,-0.00023039474,0.00053076685,-0.0016502873,0.00034931768,-0.0008280527,8.578858e-06,-0.0017796308,-0.000690526,-0.0008243616,3.907461e-05,-0.0009784604,0.0006538329,-0.00059089053
True,Homer Simpson,910.0,-0.00079897826,0.0005207436,-0.0006704638,0.0010322836,-0.00025939257,-0.00038766197,8.087176e-05,0.00038867566,-0.00054297876,-0.00051385385,-0.00037297915,-0.00020230976,-0.0010224711,-0.00026812463,0.0008818723,0.00011252901,-0.0013497839,0.00031514026,-0.00083777914,0.00025449603,-0.0013948875,-0.00044900223,0.00041395446,0.0007904964,-0.0004895287,0.00017758484,8.153774e-05,-0.00027464202,0.00065943965,0.0014686746,-0.00080426544,-0.0004965172,0.0006369328,-0.0005382668,-0.00015719813,-0.0014841872,-0.00096350943,-0.00021419939,-0.00072120054,0.00030922724,-0.00078484404,-0.00028572584,-0.0006773114,0.0008226868,0.0007507805,-0.0013450127,0.00066345267,-0.0014673995,0.0010802064,0.0008138585,0.00020320881,0.0012048719,0.0002366669,0.00057260436,-0.0006838737,0.00073452666,0.0006108679,0.00065795286,0.0009804649,-0.00048170876,0.00016872745,-0.00038426323,-5.5246168e-05,0.0006645123,-5.285913e-05,-0.00028535977,0.0005666577,4.6573998e-05,-0.0013929538,-0.00060724345,-0.0003621953,-0.00093586696,-0.00036024704,-0.00090070086,-0.00016622974,0.000118242424,0.0011107477,0.0014052244,0.00011775732,-0.00074370846,0.00032988293,0.00038815275,-0.0009947576,0.0005529412,0.0009882003,0.00022410328,-0.0006660408,0.00046676022,-0.00069682964,-0.0010330866,0.0017445583,-0.00033646988,-0.00033067973,-0.0005221001,0.00091882044,0.0012411438,5.113431e-05,-0.002214074,-0.00041893806,-0.00027488562
True,Bart Simpson,0.0,0.0010466011,0.000261615,0.0006065215,-0.0007822371,0.0018354417,0.0004784421,-0.00059790944,-0.002675389,0.00017095408,0.0011171307,-0.0008217265,-5.6513356e-05,-0.00061578344,0.0017288323,0.0005487409,0.0016209063,0.0014251884,-0.0023538116,-0.0006956906,0.00054406136,-0.0010787667,-0.0009821727,0.00025567014,-0.0006134672,-0.0013637005,5.5745837e-05,0.00066236785,-0.0008895568,0.0007087229,-9.857646e-05,-0.00057122146,-0.0013176121,-0.00018109578,0.00051138026,-0.0013169575,-0.00021297326,-0.00079740176,0.0007647469,-0.001079561,0.0016403598,-0.0014321575,-0.00048366474,0.0006861164,-0.0006618484,0.00011401385,-0.00046992337,0.00010546035,0.0019313132,0.00021941618,-0.00039612275,0.0008460071,0.001042661,0.0013103263,0.0020427275,0.0014417531,0.0014743275,0.0005491941,0.0004721618,0.0004477747,0.0016464918,0.0011810508,1.261074e-05,0.00071772473,0.0004850956,0.0008916101,-0.00046200387,0.0007067922,-0.0014300286,-7.286027e-05,0.000713478,-0.0015329426,0.00020432133,-0.0002418687,0.0008831543,-0.00093845284,0.0012703817,-0.000580241,-0.00010890297,0.0019190205,-0.0015875532,0.0008971122,-0.00094253256,0.00060351996,-0.001774022,0.0006558368,-0.0003445169,0.000736226,0.00080470473,-0.0007879439,1.5051986e-05,0.0019911714,0.0013166,0.0014187401,0.00041063974,-0.0020282825,-0.0012679264,-0.0016869387,-0.0013406447,-0.00032908013,-0.0014423955
True,Bart Simpson,0.0,0.0007694016,0.0013534803,-0.00037483787,-0.0011531152,0.001855515,-0.0002725375,-0.00071030477,0.0008502353,0.002141503,0.00026425556,-0.0017728439,-0.0013269495,-0.00062602543,0.0011731847,0.0011811297,-6.898005e-05,-0.0008681523,-0.00131719,-0.0016714428,-0.0017926946,0.0008524133,-0.000544393,0.00052843196,0.00056856906,0.0013778977,-0.00039942784,-0.0016809996,0.0005519963,-0.00072507333,-3.745252e-05,-0.00065117807,0.0005464287,-0.0019967621,0.0007968584,-0.00030287332,-8.4852734e-05,-0.0027798724,0.0015539951,-0.0014567125,0.0019707081,-0.0011942667,-0.0002816568,0.0020586883,0.00079654815,0.00034756734,0.00068652234,0.0014406274,-0.0015227046,0.0019358338,-0.0003542992,-0.0013965301,-0.000114460476,0.002005052,0.0001535429,-0.00084665616,0.0013378152,0.0016003351,0.00014950712,-0.00023598799,0.00038333805,0.0015944372,-0.0013187014,0.00048771768,-9.9256395e-05,0.00012774167,0.00010965366,0.00058102957,0.0018922597,0.0003224453,0.00025472068,-0.0006880238,0.002180901,-0.0007100671,-0.002724488,-9.193017e-05,0.00093013863,0.00086502056,-0.00021832185,0.0005807837,-0.0019009359,0.0021286637,-0.0005456023,1.3691285e-05,0.0019968075,-0.0005699824,0.00027377412,-0.0015588118,-0.0004139602,0.0016258745,0.0010887417,-0.0012058229,-0.00031982956,0.0022890507,-0.0021984815,-0.0008729774,-0.00088567694,-0.0013168919,0.0031281887,0.0010845663,0.00024007547
True,Others,0.0,0.00020345084,0.0010463238,0.001940772,-0.00017799453,0.0008667595,0.0009834121,-0.0015687444,0.0014082083,-0.00094673166,0.00095572276,0.00060570874,-0.0013907595,0.00032403303,0.001614534,0.0004600567,0.00048983336,-0.00067418587,-0.0011983693,-0.0017092557,-0.0011838137,0.00076216616,-0.00031246687,0.0017360375,0.0019643037,-0.0012718845,-0.002369688,-0.0012796946,0.0010803336,0.0010805337,0.001170208,-0.00016336808,0.00058864173,1.6944918e-05,0.0010618845,0.0005560688,0.00029883496,0.0010422019,0.00093142054,-0.0017652443,-0.00083724683,-0.00045372188,0.0014515596,-0.002351354,0.0011566038,-0.00037701204,0.00025899633,0.0011949575,-0.0006467904,0.0016695256,-0.00026620217,0.00024830917,0.00043304937,-7.637317e-05,0.00082351227,-0.0021876688,0.0012982067,0.0011426496,0.001983792,0.0024007203,0.0005587243,0.00079713366,0.0015103016,0.00032338695,0.0009822972,-0.0004941966,0.00030380773,-0.00077568786,0.0014187775,-0.0007633223,0.0012809407,-0.002192054,-0.00077151944,6.2605104e-05,-0.00065357564,-0.0028092843,3.0370431e-05,-0.00012500137,0.0012765646,0.00046072062,-0.0021033087,0.00205012,-0.0020796056,0.00087312225,-0.0019713144,-0.0007343762,-0.00082084566,-0.00059889135,0.0010575952,0.0005082196,-0.0005541513,-0.00036433808,-0.0008065218,0.0008015179,-0.0022123992,-0.0006729391,-0.0011012391,0.00036108546,-2.0963678e-05,2.2793763e-05,3.3077475e-05
True,Bart Simpson,0.0,0.00039211655,0.0010798627,-0.001165141,0.00045287947,0.001198037,-0.00034938316,-0.002838087,-0.0001908403,0.00092490634,0.00031222505,0.00019688041,-0.00028680844,0.00025864269,0.0005376643,0.00056454656,0.00011987536,0.0025267128,2.802523e-05,-0.0016810155,-0.00032067226,-0.0001850078,0.0023392132,0.0008039593,0.0010423241,-0.003512752,0.00016834788,0.0005922301,0.00095454056,-0.0008166767,0.00026217385,0.0003851926,0.00041077528,-0.00067604013,-0.00018046207,-0.0019226908,-0.00096316607,-0.00043343665,0.0009563082,0.0003340275,0.00032793678,-0.0012755287,0.0007815166,0.0009963939,0.0008513489,0.001457099,0.0022235992,0.0023494996,-0.0011781713,-0.0009979076,0.0021724117,0.00035107115,0.00028478226,0.00037211904,0.0011183019,-0.0021942449,0.002151854,0.0011366156,-0.0022759687,0.00068309734,-0.0010911534,0.0029254681,0.0009166769,0.0014260984,-0.0007599349,0.0010112191,-0.00094429456,0.00036027958,0.0020758575,0.001808265,0.0015998271,-0.0007665984,-0.0017612184,0.0027749112,-0.0006069619,-0.00035819036,0.000245561,-0.00028176542,0.0015436023,0.0016025611,-0.00097520516,0.0009093204,-3.4068955e-05,-0.00029856927,0.0008025775,0.0012200298,0.00031715774,-0.0013234774,-0.00016653516,0.0015417557,-0.0013561352,-0.001209612,0.0004650881,0.0024835547,-0.0010220942,-0.00031112053,-0.0014483286,-0.00034353152,0.0012907117,0.0007057996,-0.001971093
True,Bart Simpson,0.0,-0.0028698845,0.0019854011,0.00089357555,4.126952e-05,0.00038312742,0.0030823974,0.0011821509,-0.00013790373,0.00065333873,0.0013306817,-0.00020143308,0.0003173609,-0.0011399103,0.0013686689,0.0014942037,-0.00041651554,-0.0012501155,-0.0015514089,-0.0012344882,0.002544855,0.00025841547,0.001663823,0.00022846932,0.0012417525,-0.00035689597,-0.0010227242,0.0010543201,0.0009833162,-0.0024930062,0.0032605561,0.0016881159,0.0012716474,-0.0015369519,-0.00300815,-0.00284176,-0.00016450106,-0.0008626656,-1.5244963e-05,-0.0019976501,0.0007819437,-0.0012564309,0.0009059234,0.0019944587,0.00065707316,0.002384457,0.00042689184,0.002381319,-0.0017803767,5.4008473e-05,-0.0010180845,-0.0010740507,-0.000703465,0.0013314326,-0.00018648349,-0.0014574691,0.003066624,-1.7651751e-05,0.0010277086,-0.00032238266,0.0015430602,0.00021518323,-0.0021697439,0.0017162516,0.001030491,0.0015964665,-0.0010067734,0.00070979085,0.0012257565,0.00041673996,-0.00057143526,-0.0016839836,0.0010938965,0.00060581445,0.0013045685,0.0007371644,-1.8015218e-05,-0.0005869036,-0.0026615472,-0.0010174181,0.0011976334,0.0005106426,0.002043426,-0.00040908015,-0.0025308018,-0.0012715706,-0.00031183506,0.0008481686,0.00011256234,-0.0039660423,0.0017652876,0.00050323876,-0.0025120506,0.0030518328,-0.00012378678,-0.0024363536,-0.0016247523,0.0012498616,0.00016483279,0.00015595484,0.0010817203
True,Others,0.0,0.0006459128,-0.0028477134,-0.0015808989,-0.0016013905,-0.00049109844,0.00021601385,-0.00196094,1.0904558e-05,0.0024119222,-0.0009891877,-0.00044614173,0.00058667455,0.00021255955,1.9544987e-05,-0.00017632946,0.0012200618,-0.000112463495,-0.0020575623,0.0011732806,0.0003462803,0.00063054607,0.0004063652,-0.0006243886,5.641067e-06,-0.00066084345,-0.00044665395,0.0005465593,-0.00060252775,-0.0014085176,-0.00025356474,-0.0010644052,0.00026986387,-0.0005249092,-0.0002460205,-0.00056250533,-0.0020990083,-0.0017619896,0.0016551022,-0.00060070545,0.002553493,-0.0015210606,0.0009571269,0.0013648734,0.0007963262,0.0008298322,0.00032054342,0.0024362712,0.002178549,0.00064377766,-0.00022722031,-0.0024328027,0.0003023037,-0.0005451486,-0.00013718361,-0.0014804086,-0.00068918505,0.0013349497,-0.0010193714,0.0001280996,-0.00035416192,0.0018435038,-0.0010097235,-0.0008266845,-0.0004961235,0.0008565603,-0.0014767692,-0.0016270147,-4.269622e-05,9.4668925e-05,-0.000283753,0.0008337273,0.0010551198,-0.00020606605,-0.0022791703,0.00018697571,0.0005303198,0.0028711366,0.00037987836,0.0014777835,-0.000690217,1.5782243e-05,-0.0005359437,-0.0015870681,-0.0010196172,-0.0011765029,-0.00012938817,-0.002369232,0.0012478548,-0.001310083,-0.00016372319,6.4366905e-05,-0.00030785133,0.0008491139,-0.0018032774,-0.00038463474,-0.0006410474,-0.0012941599,-0.00024572536,0.00052684394,-0.00045067634
